SMILES,density
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3cccc(C(*)=O)c3)c(C)c2)cc1C,1.1215
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,1.329
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(C)(CC)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.14
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,1.1135
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,1.376
*Oc1ccc(C(c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,1.4041
*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,1.008
*OC1CCC(OC(=O)CCCCCCCCC(*)=O)CC1,1.136
*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,1.19
*Oc1ccc(OC(=O)CCCCCCCCC(*)=O)cc1,1.1888
*CCC(=O)N*,1.36
*CCCCNC(=O)CCCCC(=O)N*,1.231
*CCCCCNC(=O)CCCCC(=O)N*,1.14
*CCCCCC(=O)N*,1.14
*CCCCCCNC(=O)CCCCC(=O)N*,1.1422
*CCCCCCNC(=O)CCCCCC(=O)N*,1.135
*CCCCCCNC(=O)CCCCCCC(=O)N*,1.143
*CCCCCCNC(=O)CCCCCCCC(=O)N*,1.1035
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,1.09
*CCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.06
*CCCCCCC(=O)N*,1.118
*CCCCCCCNC(=O)CCCCC(=O)N*,1.1135
*CCCCCCCNC(=O)CCCCCC(=O)N*,1.108
*CCCCCCCC(=O)N*,1.079
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.07255
*CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.062
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1.021
*CCCCCCCCC(=O)N*,1.066
*CCCCCCCCCC(=O)N*,1.0535
*CCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.35
*CCCCCCCCCCC(=O)N*,1.04
*CCCCCCCCCCCC(=O)N*,1.02
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.01
*CCCCCCCCCCCCC(=O)N*,1.029
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.013
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,0.998
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.0665
*CCCNC(=O)CCCCC(=O)NCCCN(*)C,1.12
*CCCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,1.15
*CCCP(C)(=O)CCCNC(=O)CCCCC(=O)N*,1.2
*CCCP(CCCNC(=O)CCCCC(=O)N*)c1ccccc1,1.16
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,1.05
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,1.077
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*)cc1,1.055
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,1.091
*CCc1ccc(CCNC(=O)CCCCCCCCCC(=O)N*)cc1,1.108
*CCc1ccc(CCNC(=O)CCCCCCCCC(=O)N*)cc1,1.139
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.52
*Nc1ccc(Cc2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,1.28
*CCCCCCNC(=O)CCC(C)CC(=O)N*,1.094
*CCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.152
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,1.08
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,1.22
*Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N*)cc1,1.129
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCC(=O)N*)cc1,1.075
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,1.09
*Cc1ccc(CNC(=O)CCCCCCCCC(=O)N*)cc1,1.1605
*Cc1ccc(CNC(=O)CCCCCCCCCCCC(=O)N*)cc1,1.108
*Cc1ccc(CNC(=O)CCCCCCCCCC(=O)N*)cc1,1.13
*NC(C)(C)CC(*)=O,1.11
*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,1.34
*Nc1cccc2c(NC(=O)c3ccc(C(*)=O)cc3)cccc12,1.38
*CCCCCCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.036
*CCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,1.08
*CCCCCCCCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,1.034
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,1.38
*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,1.331
*Nc1cccc(NC(=O)c2ccc(C(*)=O)cc2)c1,1.36
*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,1.45
*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.46
*CCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1.152
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1.154
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,1.19
*CCCCCCCCCNC(=O)CCCCCCCC(=O)N*,1.051
*CCCCCCCCNC(=O)CCCCCCC(=O)N*,1.109
*CC(=O)N*,1.605
*NC(CCC(=O)OC)C(*)=O,1.31
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,0.9261
*CCCCCCCCCCN1CCN(C(=O)CCCCCCCCC(=O)N2CCN(*)CC2)CC1,0.9709
*CCCCCCCCCCNC(=O)CCCCCCCC(=O)N*,0.9867
*C(=O)N(*)CCCC,1.035
*CC(C)(C)C(=O)N*,1.224
*NC(C)CC(*)=O,1.2285
*CCCC(=O)N*,1.3135
*CCCC(C)CC(=O)N*,1.085
*CCCCC(=O)N*,1.2
*CNC(=O)CCCCC(=O)N*,1.31
*CNC(=O)CCCCCCCCC(=O)N*,1.19
*CCCCNC(=O)CCC(=O)N*,1.28
*CCCCNC(=O)CCCCCCC(=O)N*,1.147
*CCCCNC(=O)CCCCCCCC(=O)N*,1.127
*CCCCNC(=O)CCCCCCCCC(=O)N*,1.1045
*CCCCCNC(=O)CC(=O)N*,1.233
*CCCCCNC(=O)CCCC(=O)N*,1.19
*CCCCCNC(=O)CCCCCC(=O)N*,1.1795
*CCCCCCNC(=O)CCCC(=O)N*,1.2
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.04
*CCCCCCCNC(=O)CCCCCCCC(=O)N*,1.0855
*CCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.082
*CCCCCCCCNC(=O)CCCCCCCC(=O)N*,1.079
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.03
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,1.024
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1.01
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,1.066
*CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.14
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.156
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1.006
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.042
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.027
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,0.999
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,1.024
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,1.015
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,0.99
*Nc1ccc(C(*)=O)cc1,1.515
*CCCCCCNC(=O)CCC(=O)N*,1.26
*CCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.182
*CCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,1.151
*CCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.13
*CCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,1.12
*CCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.095
*CCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1.115
*CCCCCCCCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,1.075
*CCCCCCCCCCCCCCNC(=O)CCc1ccc(CCC(=O)N*)cc1,1.077
*CCCCCCCCCCCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,1.067
*CC1CCC(CNC(=O)CCCCC(=O)N*)CC1,1.137
*Cc1ccc(CNC(=O)CCCCCCCC(=O)N*)cc1,1.152
*CCc1ccc(CCNC(=O)CCCCCCCC(=O)N*)cc1,1.14
*CCc1ccc(CCNC(=O)CCCCCCCCCCC(=O)N*)cc1,1.108
*CCc1ccc(CCNC(=O)CCCCCCCCCCCC(=O)N*)cc1,1.095
*Cc1ccc(CNC(=O)CCCCCCCCCCCCC(=O)N*)cc1,1.11
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*)cc1,1.05
*CCCCCCCCCCC(=O)N(*)C,1.005
*C(=O)C1CC(O)CN1*,1.415
*C(=O)C1CCCN1*,1.32
*NC(CCCNC(=O)OCc1ccccc1)C(*)=O,1.26
*NC(CCCCN)C(*)=O,1.26
*C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,1.32
*C(=O)CNC(=O)CNC(=O)C1CCCN1*,1.35
*NC(CCC(=O)OCc1ccccc1)C(*)=O,1.272
*NC(CCC(=O)O)C(*)=O,1.42
*NC(CCNC(=O)OCc1ccccc1)C(*)=O,1.1875
*NC(CC(=O)OCCC)C(*)=O,1.2635
*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O,1.43
*C(=O)C(C)NC(=O)CNC(=O)C1CCCN1*,1.41
*NC(C)C(*)=O,1.305
*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1,1.266
*CCCCCCNC(=O)C(=O)N*,1.278
*c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(C4(*)OC(=O)c5ccccc54)cc3)cc2)cc1,1.3
*c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,1.27
*c1ccc(NC(=O)c2ccc(C3(c4ccc(C(=O)Nc5ccc(C6(*)OC(=O)c7ccccc76)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,1.28
*c1ccc(NC(=O)c2ccc(C3(c4ccc(C(=O)Nc5ccc(C6(*)NC(=O)c7ccccc76)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,1.278
*NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NC(C(*)=O)C(C)C,1.265
*NC(C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(*)=O)C(C)C)C(C)C,1.24
*NC(C)C(=O)NCCCC(*)=O,1.215
*NC(C)C(=O)NCCCCCC(*)=O,1.16
*NC(C)C(=O)NCCC(*)=O,1.275
*NC(C)C(=O)NCCCCC(*)=O,1.145
*NC(C)C(=O)NC(C(*)=O)C(C)C,1.265
*NC(CCC(=O)NCCCCO)C(*)=O,1.21
*NC(CCC(=O)NCCO)C(*)=O,1.325
*NC(CCC(=O)NCCCO)C(*)=O,1.19
*CCC(=O)NCC(=O)N*,1.435
*CCC(=O)NCCC(=O)NCC(=O)N*,1.42
*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1,1.24
*NC(C(*)=O)C(Cc1ccccc1)c1c[nH]cn1,1.175
*NC(CC(C)C)C(*)=O,1.07
*NC(CCSC)C(*)=O,0.88
*NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(*)=O,1.205
*NC(C(*)=O)C(C)C,1.135
*NC1CCCC1C(*)=O,1.232
*CC(C)(CCCC)C(=O)N*,1.039
*CC(C)(CC)C(=O)N*,1.133
*CC(C)(CCC)C(=O)N*,1.067
*C(=O)NC1CCCC(*)O1,1.26
*CC1CCCC(CNC(=O)CCCCC(=O)N*)C1,1.16
*CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N*)C1,1.095
*CC1CCCC(CNC(=O)CCCCCCC(=O)N*)C1,1.12
*CCCCCCCNC(=O)CCCCCCC(=O)N*,1.112
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,0.917
*CNC(=O)CC(=O)N*,1.555
*NC(CC(=O)OCc1ccccc1)C(*)=O,1.31
*NC(CC(=O)OCCc1ccccc1)C(*)=O,1.315
*NC(CCC(=O)OCCCCC)C(*)=O,1.12
*NC(CCC(=O)OCCCC)C(*)=O,1.13
*NC(CCC(=O)OCc1ccc(Cl)cc1)C(*)=O,1.3665
*NC(CCC(=O)OCc1cccc(Cl)c1)C(*)=O,1.3495
*NC(CCC(=O)OCc1ccccc1Cl)C(*)=O,1.3745
*NC(CCC(=O)OCCCCCC)C(*)=O,1.09
*NC(CCC(=O)OCCc1ccccc1)C(*)=O,1.25
*NC(CCC(=O)OCC)C(*)=O,1.23
*NC(CCC(=O)OCCCCCCCC)C(*)=O,1.05
*NC(CCC(=O)OCCC)C(*)=O,1.19
*NC(CCC(=O)OCCCc1ccccc1)C(*)=O,1.08
*NC(C)CCCCC(*)=O,1.08
*CCCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.975
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,1.032
*CCCCCCNC(=O)C(CCCC)C(=O)N*,1.052
*CCCCCCNC(=O)C(CCCCCCCCCC)C(=O)N*,1.0003
*CCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.998
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCC)C(=O)N*,0.985
*CCCCCCNC(=O)C(CCCCCCC)C(=O)N*,1.021
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N*,0.99
*CCCCCCNC(=O)C(CCCCCC)C(=O)N*,1.026
*CCCCCCNC(=O)C(CCCCCCCCC)C(=O)N*,1.008
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCC)C(=O)N*,0.975
*CCCCCCNC(=O)C(CCCCCCCC)C(=O)N*,1.02
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N*,0.995
*CCCCCCNC(=O)C(CCCCC)C(=O)N*,1.039
*CCCCCCNC(=O)C(CCC)C(=O)N*,1.061
*CCCCCCNC(=O)C(CCCCCCCCCCCCCC)C(=O)N*,0.993
*CCCCCCNC(=O)C(CCCCCCCCCCCCC)C(=O)N*,0.993
*CCCCCCNC(=O)C(CCCCCCCCCCC)C(=O)N*,1.004
*CCCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.977
*CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.996
*CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.996
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,1.067
*CCc1ccc(CCNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,1.075
*CCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,1.005
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*)cc1,1.056
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,1.08
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCC(=O)N*)cc1,1.092
*NC(CCCCNC(=O)OCc1ccccc1)C(*)=O,1.27
*C(=O)C1C(c2ccccc2)C(C(=O)N2CCN(*)CC2)C1c1ccccc1,1.2085
*NNC(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)NNC(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,1.51
*CCCCCCCCCCCCCCCCCC(=O)N*,1.02
*CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,0.987
*NC(Cc1ccccc1)C(*)=O,1.3
*Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)CCCCC(*)=O)c2)c1,1.19
*Nc1ccc(NC(=O)c2cccc(C(=O)c3ccc(C(*)=O)cc3)c2)cc1,1.31
*CCN(C)C(=O)CCCCCCCCC(=O)N(*)C,1.278
*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,1.121
*CCOC(=O)NCCCCCCNC(=O)O*,1.3
*CCOC(=O)NCCCCCCCCCNC(=O)O*,1.175
*CCOC(=O)NCCCCCCCCCCNC(=O)O*,1.175
*CCCOC(=O)NCCCCCCNC(=O)O*,1.265
*CCCCOC(=O)NCCCNC(=O)O*,1.285
*CCCCOC(=O)NCCCCCCNC(=O)O*,1.23
*CCCCCOC(=O)NCCCCCCNC(=O)O*,1.245
*CCCCCCOC(=O)NCCCNC(=O)O*,1.23
*CCCCCCOC(=O)NCCCCCCNC(=O)O*,1.195
*CCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.3233
*CCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.453
*CCCCCCOC(=O)Nc1ccc(Cc2ccc(NC(=O)O*)cc2)cc1,1.423
*CCOC(=O)Nc1ccc(CCc2ccc(NC(=O)O*)cc2)cc1,1.3055
*C(=O)OCCOC(=O)N1CCN(*)CC1,1.35
*OC1CCC(OC(=O)Nc2ccc(Cc3ccc(NC(*)=O)cc3)cc2)CC1,1.1111
*CC1CCC(COC(=O)Nc2ccc(Cc3ccc(NC(=O)O*)cc3)cc2)CC1,1.18735
*CCCCCCOC(=O)NCCCCNC(=O)O*,1.2355
*CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*,1.04
*Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1,1.29
*CCCC1CC(=O)N(*)C(=O)C1,1.3
*c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.42
*c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,1.55
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,1.51
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc4)cc2)C3=O)cc1,1.48
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.425
*c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)ccc1-2,1.46373
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.38
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,1.433
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,1.48
*CCCCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,1.291
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.352
*c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.52
*c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)cc2)cc1,1.48
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.32124
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)cc1,1.53954
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,1.46772
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,1.3468
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1,1.43717
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,1.414845
*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,1.3819
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(Oc5ccc(-n6c(=O)c7cc8c(=O)n(*)c(=O)c8cc7c6=O)cc5)cc4)cc3)cc2)cc1,1.46
*c1ccc(Oc2ccc(Oc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.49
*c1ccc(Oc2cccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(*)c(=O)c6cc5c4=O)cc3)c2)cc1,1.51
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.37205
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,1.377045
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.4505
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.34236
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.3869
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.332
*c1ccc(Sc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.36821
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.34757
*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,1.42332
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.41893
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.452
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.39085
*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,1.4086
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,1.38374
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.39
*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.39557
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,1.29704
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.36032
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,1.28424
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,1.387
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)c4)cc3)cc2)c1,1.36742
*CCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.42
*CCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.39
*CCCCCCCCN1C(=O)c2ccc(Oc3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,1.355
*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,1.414
*c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,1.354
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,1.4175
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,1.435
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c1)C2=O,1.443
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,1.432
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)cc3)cc1)C2=O,1.414
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4)c3)cc1)C2=O,1.418
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(Oc4cccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)c4)c3)c1)C2=O,1.434
